Can_Ens	Hum_Symb
ENSCAFG00000012663	GPC1
ENSCAFG00000009533	SSR1
ENSCAFG00000011334	WBSCR16
ENSCAFG00000028942	LYSMD4
ENSCAFG00000029906	C11orf73
ENSCAFG00000007417	MAN2A1
ENSCAFG00000009651	PPP1R15B
ENSCAFG00000013511	REXO2
ENSCAFG00000009601	RPL24
ENSCAFG00000018147	SS18
ENSCAFG00000000307	PEX3
ENSCAFG00000013065	ZBTB46
ENSCAFG00000009661	PIK3C2B
ENSCAFG00000031547	TMED3
ENSCAFG00000018579	GHR
ENSCAFG00000009829	CD2
ENSCAFG00000031538	INPP1
ENSCAFG00000003216	SEPT7
ENSCAFG00000005619	ARHGEF17
ENSCAFG00000008891	SERINC5
ENSCAFG00000011057	TRAIP
ENSCAFG00000006129	EPYC
ENSCAFG00000010874	SULF2
ENSCAFG00000019271	NLRC3
ENSCAFG00000013117	UAP1
ENSCAFG00000018405	FST
ENSCAFG00000018054	TECPR2
ENSCAFG00000014449	PPP1R35
ENSCAFG00000028925	C17orf89
ENSCAFG00000006945	GPBP1
ENSCAFG00000029504	ZNF615
ENSCAFG00000008452	CELF1
ENSCAFG00000032660	LRRTM2
ENSCAFG00000013072	TPD52L2
ENSCAFG00000015893	NSUN7
ENSCAFG00000031041	UBE2D2
ENSCAFG00000013807	TMEM47
ENSCAFG00000016988	GBA
ENSCAFG00000011080	CD99
ENSCAFG00000024014	ZNF577
ENSCAFG00000012610	LMO3
ENSCAFG00000032025	NAA20
ENSCAFG00000032330	ZNF628
ENSCAFG00000020023	PHYHD1
ENSCAFG00000031174	PPBP
ENSCAFG00000003941	SPATA6
ENSCAFG00000020006	BCO1
ENSCAFG00000009387	INTS8
ENSCAFG00000006103	NEK11
ENSCAFG00000001113	TMEM71
ENSCAFG00000015404	CRACR2A
ENSCAFG00000017218	UPRT
ENSCAFG00000008341	SPON1
ENSCAFG00000002990	KIAA0368
ENSCAFG00000019219	NADK
ENSCAFG00000019626	WDR24
ENSCAFG00000016949	ALOXE3
ENSCAFG00000018353	ELAVL1
ENSCAFG00000012915	BTNL9
ENSCAFG00000002066	CCDC107
ENSCAFG00000014834	NDUFB11
ENSCAFG00000023971	ZSWIM5
ENSCAFG00000011603	ADRBK2
ENSCAFG00000003978	PGR
ENSCAFG00000016038	LDB3
ENSCAFG00000031234	KY
ENSCAFG00000005218	FBXO18
ENSCAFG00000018442	LPIN2
ENSCAFG00000030699	ZNF593
ENSCAFG00000017566	RBBP6
ENSCAFG00000015158	PRR3
ENSCAFG00000011059	ACP6
ENSCAFG00000008349	DOK1
ENSCAFG00000014895	GALK2
ENSCAFG00000024682	AGO3
ENSCAFG00000008628	E2F5
ENSCAFG00000003089	RNGTT
ENSCAFG00000013678	MBIP
ENSCAFG00000009116	IVD
ENSCAFG00000019744	CTNNBIP1
ENSCAFG00000008938	RAB11FIP5
ENSCAFG00000032538	REEP3
ENSCAFG00000012376	VASH2
ENSCAFG00000015628	SGMS1
ENSCAFG00000004478	LRCH1
ENSCAFG00000008929	OAS3
ENSCAFG00000013654	DPF2
ENSCAFG00000020030	CCBL1
ENSCAFG00000003153	VPS54
ENSCAFG00000010625	LCK
ENSCAFG00000012174	ATP1A2
ENSCAFG00000018539	IL12RB2
ENSCAFG00000030862	COMMD4
ENSCAFG00000002493	PHF3
ENSCAFG00000007167	CHD7
ENSCAFG00000005535	SRGAP3
ENSCAFG00000030456	LZIC
ENSCAFG00000010321	PPFIA4
ENSCAFG00000003730	GPX7
ENSCAFG00000004136	EFR3B
ENSCAFG00000012737	SNX27
ENSCAFG00000005965	FOXO1
ENSCAFG00000018587	STAG2
ENSCAFG00000018735	ELF4
ENSCAFG00000005979	COG6
ENSCAFG00000012655	PDIK1L
ENSCAFG00000011734	DCUN1D1
ENSCAFG00000010775	MEF2A
ENSCAFG00000019628	JMJD8
ENSCAFG00000015242	TRRAP
ENSCAFG00000000875	TAF2
ENSCAFG00000001677	RPL8
ENSCAFG00000006887	CNOT7
ENSCAFG00000016060	RARA
ENSCAFG00000015603	PPM1A
ENSCAFG00000012671	TRIM63
ENSCAFG00000001932	CNTFR
ENSCAFG00000013824	PHC1
ENSCAFG00000019426	IZUMO4
ENSCAFG00000001622	TAF8
ENSCAFG00000005670	RIF1
ENSCAFG00000012765	CYP20A1
ENSCAFG00000005501	RPS16
ENSCAFG00000003734	ZCCHC11
ENSCAFG00000029202	ZNF354C
ENSCAFG00000012442	DDX6
ENSCAFG00000003977	PIK3CG
ENSCAFG00000004082	ABTB1
ENSCAFG00000032251	NMNAT1
ENSCAFG00000016427	FAM120C
ENSCAFG00000011200	SGMS2
ENSCAFG00000005998	LHFP
ENSCAFG00000032004	C2orf68
ENSCAFG00000017717	BBS4
ENSCAFG00000019753	RBP7
ENSCAFG00000005999	NHLRC3
ENSCAFG00000001364	SRPK1
ENSCAFG00000013577	EIF3J
ENSCAFG00000031099	STUB1
ENSCAFG00000017304	SNAPC5
ENSCAFG00000023363	CNDP2
ENSCAFG00000011901	ASB9
ENSCAFG00000007476	HCFC2
ENSCAFG00000002659	MSH2
ENSCAFG00000013358	KIF9
ENSCAFG00000011954	XBP1
ENSCAFG00000014160	CWC22
ENSCAFG00000031126	HSPA13
ENSCAFG00000032601	DRG1
ENSCAFG00000011555	MFGE8
ENSCAFG00000000931	NUS1
ENSCAFG00000006001	PROSER1
ENSCAFG00000023837	PTGFRN
ENSCAFG00000014468	ZCWPW1
ENSCAFG00000016392	TTYH3
ENSCAFG00000014847	SYNPO2L
ENSCAFG00000001579	GNAQ
ENSCAFG00000010421	DCPS
ENSCAFG00000001616	KCP
ENSCAFG00000023437	SEC14L4
ENSCAFG00000001330	SIL1
ENSCAFG00000017127	CCDC101
ENSCAFG00000006859	TMEM132B
ENSCAFG00000019274	CLUAP1
ENSCAFG00000004675	TNFSF11
ENSCAFG00000028758	MTHFD2L
ENSCAFG00000010190	TMPRSS2
ENSCAFG00000007680	TMEM150A
ENSCAFG00000011438	SCN9A
ENSCAFG00000012823	STRN3
ENSCAFG00000014734	PKD1L1
ENSCAFG00000018783	RRN3
ENSCAFG00000005028	XYLB
ENSCAFG00000013084	DNAJC5
ENSCAFG00000008556	USB1
ENSCAFG00000006407	DDRGK1
ENSCAFG00000005719	ENTHD2
ENSCAFG00000012619	MGST1
ENSCAFG00000006931	BRI3BP
ENSCAFG00000010140	CCDC64
ENSCAFG00000008944	SFXN5
ENSCAFG00000019797	UBE4B
ENSCAFG00000018358	CCL25
ENSCAFG00000001298	SCUBE3
ENSCAFG00000007235	HIPK3
ENSCAFG00000016410	PLEKHH1
ENSCAFG00000019216	GNB1
ENSCAFG00000008832	RPRD1B
ENSCAFG00000014463	PTPN6
ENSCAFG00000016246	ERICH1
ENSCAFG00000017862	RPRD1A
ENSCAFG00000030211	SDC4
ENSCAFG00000018945	CD40LG
ENSCAFG00000001255	TNRC6B
ENSCAFG00000004215	MSRB2
ENSCAFG00000014865	SEC24C
ENSCAFG00000015126	SCYL3
ENSCAFG00000009882	ZNF335
ENSCAFG00000005872	ARHGDIA
ENSCAFG00000003776	NRP1
ENSCAFG00000032583	METTL7A
ENSCAFG00000009500	AKTIP
ENSCAFG00000016971	FCF1
ENSCAFG00000005883	TMX4
ENSCAFG00000007579	PIK3CB
ENSCAFG00000015428	PRMT8
ENSCAFG00000020247	WWP2
ENSCAFG00000000424	CPSF6
ENSCAFG00000006019	FREM2
ENSCAFG00000003584	IQUB
ENSCAFG00000006336	FUT10
ENSCAFG00000031203	ZCCHC10
ENSCAFG00000011422	HELZ
ENSCAFG00000023358	SLC22A3
ENSCAFG00000002557	RIMKLA
ENSCAFG00000018219	CSF1R
ENSCAFG00000000575	BAG6
ENSCAFG00000007954	TNKS1BP1
ENSCAFG00000005838	PCCA
ENSCAFG00000008392	NEIL3
ENSCAFG00000000932	SLC35F1
ENSCAFG00000010905	B4GALT4
ENSCAFG00000010552	TROVE2
ENSCAFG00000003684	UCP1
ENSCAFG00000005640	SGSH
ENSCAFG00000004872	PTPN4
ENSCAFG00000031728	YAP1
ENSCAFG00000001058	TXNDC15
ENSCAFG00000011808	TSHZ2
ENSCAFG00000018478	MYOM1
ENSCAFG00000025135	AP5B1
ENSCAFG00000001212	NUDT3
ENSCAFG00000032388	DCAKD
ENSCAFG00000016862	FUS
ENSCAFG00000001541	HGH1
ENSCAFG00000031805	NPC1L1
ENSCAFG00000014162	EPHB4
ENSCAFG00000032489	SHISA7
ENSCAFG00000031339	TMEM86A
ENSCAFG00000004120	TMEM213
ENSCAFG00000010060	RRP9
ENSCAFG00000008358	LOXL3
ENSCAFG00000002053	RFX3
ENSCAFG00000002483	TBC1D2
ENSCAFG00000004055	FRK
ENSCAFG00000030347	C3orf52
ENSCAFG00000004767	CAD
ENSCAFG00000001970	EDAR
ENSCAFG00000007520	CBR4
ENSCAFG00000009143	ZNF408
ENSCAFG00000002771	RTN4
ENSCAFG00000013121	RNASEL
ENSCAFG00000012702	SLC30A2
ENSCAFG00000017357	ADAM19
ENSCAFG00000004960	MRPL38
ENSCAFG00000012598	SLAMF7
ENSCAFG00000006026	UFM1
ENSCAFG00000003238	WDR31
ENSCAFG00000011813	ZNF217
ENSCAFG00000003242	BSPRY
ENSCAFG00000004736	BEND7
ENSCAFG00000019247	ABCD1
ENSCAFG00000004093	MGLL
ENSCAFG00000003858	GYS1
ENSCAFG00000013219	BNC1
ENSCAFG00000009949	CCSER1
ENSCAFG00000018155	HEATR6
ENSCAFG00000014083	ADAMTS14
ENSCAFG00000018675	WDR70
ENSCAFG00000006234	ADAM33
ENSCAFG00000028630	TRIM7
ENSCAFG00000019277	NAA60
ENSCAFG00000000655	TMEM181
ENSCAFG00000003992	NAMPT
ENSCAFG00000012741	PSMC5
ENSCAFG00000003717	FAM49A
ENSCAFG00000000948	HSPA4
ENSCAFG00000000125	NARS
ENSCAFG00000000992	ATAD2
ENSCAFG00000024785	ANKRD40
ENSCAFG00000016413	GNAI1
ENSCAFG00000011648	SCN7A
ENSCAFG00000008902	PTX3
ENSCAFG00000009791	HIVEP1
ENSCAFG00000001990	OCIAD1
ENSCAFG00000018067	RCOR1
ENSCAFG00000004839	UPF2
ENSCAFG00000007232	NOL4L
ENSCAFG00000009484	MFSD6
ENSCAFG00000000569	ZNF608
ENSCAFG00000002751	CENPC
ENSCAFG00000015624	LEO1
ENSCAFG00000009531	OIP5
ENSCAFG00000016158	BCL2L13
ENSCAFG00000029814	ZNF175
ENSCAFG00000032690	ZNF597
ENSCAFG00000017319	ACP5
ENSCAFG00000004677	AKAP11
ENSCAFG00000004998	GPR39
ENSCAFG00000010656	FAM167B
ENSCAFG00000010271	CARS
ENSCAFG00000028614	ZNF174
ENSCAFG00000009147	ARHGAP1
ENSCAFG00000029379	UBE2S
ENSCAFG00000003037	WIPF3
ENSCAFG00000011650	INPP5D
ENSCAFG00000008936	SPOCK3
ENSCAFG00000012899	KLC2
ENSCAFG00000020032	C9orf114
ENSCAFG00000004471	EED
ENSCAFG00000005433	ABCC4
ENSCAFG00000011749	MCCC1
ENSCAFG00000017220	LUC7L3
ENSCAFG00000015612	GHDC
ENSCAFG00000032424	TMPRSS12
ENSCAFG00000012712	EXTL1
ENSCAFG00000031429	GNA14
ENSCAFG00000006044	TRPC4
ENSCAFG00000000214	CCDC112
ENSCAFG00000000251	MAP3K5
ENSCAFG00000011221	FGFR1OP2
ENSCAFG00000017223	ZDHHC15
ENSCAFG00000014831	SH3BP2
ENSCAFG00000011695	C11orf63
ENSCAFG00000004105	KBTBD12
ENSCAFG00000009257	MED13L
ENSCAFG00000005003	NCKAP5
ENSCAFG00000008975	THBS4
ENSCAFG00000019630	RHBDL1
ENSCAFG00000013241	APOLD1
ENSCAFG00000015453	PITPNM3
ENSCAFG00000016943	CD2BP2
ENSCAFG00000018814	SAFB2
ENSCAFG00000020036	ENDOG
ENSCAFG00000018747	AIFM1
ENSCAFG00000002918	RUFY3
ENSCAFG00000023615	MMP12
ENSCAFG00000031499	GLIS3
ENSCAFG00000002585	RPL28
ENSCAFG00000013299	KAT5
ENSCAFG00000020037	TBC1D13
ENSCAFG00000004480	KIAA0226L
ENSCAFG00000014506	FUNDC1
ENSCAFG00000013244	CDKN1B
ENSCAFG00000029975	LAMTOR3
ENSCAFG00000010231	KCNQ1
ENSCAFG00000011069	GJA5
ENSCAFG00000010674	EIF3I
ENSCAFG00000015200	STK16
ENSCAFG00000009794	EDN1
ENSCAFG00000001779	ASB15
ENSCAFG00000005714	CXXC5
ENSCAFG00000013744	C1orf27
ENSCAFG00000019993	S1PR1
ENSCAFG00000011682	XIRP2
ENSCAFG00000004826	SLC6A9
ENSCAFG00000030472	NRXN3
ENSCAFG00000013954	KIF18B
ENSCAFG00000014163	UBE2E3
ENSCAFG00000020251	NOB1
ENSCAFG00000013099	UCKL1
ENSCAFG00000005884	PGAP2
ENSCAFG00000012708	SMARCD2
ENSCAFG00000015936	EPHA4
ENSCAFG00000002742	FAM126A
ENSCAFG00000010798	TNNT2
ENSCAFG00000011091	XG
ENSCAFG00000016996	MTX1
ENSCAFG00000029845	NOM1
ENSCAFG00000006905	VPS37A
ENSCAFG00000018158	ZNF521
ENSCAFG00000020039	ZER1
ENSCAFG00000008690	RAPSN
ENSCAFG00000011768	STK39
ENSCAFG00000003330	TMEM168
ENSCAFG00000004733	DGKH
ENSCAFG00000006117	NUDT16
ENSCAFG00000002563	FOXJ3
ENSCAFG00000002316	MLIP
ENSCAFG00000019394	ARRDC1
ENSCAFG00000020014	GCSH
ENSCAFG00000016981	YLPM1
ENSCAFG00000020041	ZDHHC12
ENSCAFG00000005080	GORASP1
ENSCAFG00000015898	RBM47
ENSCAFG00000019133	MTMR1
ENSCAFG00000002612	SMAP1
ENSCAFG00000005539	PPME1
ENSCAFG00000009108	HELQ
ENSCAFG00000014739	GUCY1A2
ENSCAFG00000005148	MNX1
ENSCAFG00000020045	PKN3
ENSCAFG00000014729	OTUB1
ENSCAFG00000019995	DPH5
ENSCAFG00000008388	HTRA2
ENSCAFG00000004397	YME1L1
ENSCAFG00000001506	CYTH4
ENSCAFG00000014175	ITGA4
ENSCAFG00000005320	CFAP57
ENSCAFG00000012726	PAFAH2
ENSCAFG00000012073	LIMK1
ENSCAFG00000032391	FAM83H
ENSCAFG00000031768	C6orf132
ENSCAFG00000006073	POSTN
ENSCAFG00000000673	PLXNB2
ENSCAFG00000017622	PRKCB
ENSCAFG00000029848	TGIF2-C20orf24
ENSCAFG00000018422	FBN3
ENSCAFG00000016110	CTDNEP1
ENSCAFG00000018075	TRAF3
ENSCAFG00000000210	FEM1C
ENSCAFG00000013237	SH3GL3
ENSCAFG00000029846	ELMOD2
ENSCAFG00000006138	LUM
ENSCAFG00000020252	NQO1
ENSCAFG00000011825	BCAS1
ENSCAFG00000017479	DIAPH2
ENSCAFG00000005723	PSD2
ENSCAFG00000013651	UPK3B
ENSCAFG00000001617	VPS13A
ENSCAFG00000006510	EML4
ENSCAFG00000002040	TFPI2
ENSCAFG00000010578	TMEM115
ENSCAFG00000011752	ATG16L1
ENSCAFG00000014124	CHCHD10
ENSCAFG00000016354	STIM2
ENSCAFG00000004107	SEC61A1
ENSCAFG00000000704	TTLL8
ENSCAFG00000018001	NEIL1
ENSCAFG00000008643	SPRED1
ENSCAFG00000001442	MICALL1
ENSCAFG00000032448	ZNF75A
ENSCAFG00000011203	CYP2U1
ENSCAFG00000016022	KLB
ENSCAFG00000032077	TIGD7
ENSCAFG00000017505	SPESP1
ENSCAFG00000019292	ZNF263
ENSCAFG00000019785	KIF1B
ENSCAFG00000003949	C2orf44
ENSCAFG00000020016	ATMIN
ENSCAFG00000005587	ESF1
ENSCAFG00000019427	MOB3A
ENSCAFG00000002850	OSBPL3
ENSCAFG00000005502	VDAC3
ENSCAFG00000020047	WDR34
ENSCAFG00000002067	SLC1A1
ENSCAFG00000003246	ALAD
ENSCAFG00000019998	SLC30A7
ENSCAFG00000000119	PAN2
ENSCAFG00000001077	TRIB1
ENSCAFG00000007932	EDEM2
ENSCAFG00000006607	DPYSL3
ENSCAFG00000028584	NMUR1
ENSCAFG00000013855	GUCD1
ENSCAFG00000004236	ATP6V0A4
ENSCAFG00000029548	C18orf21
ENSCAFG00000013012	THAP4
ENSCAFG00000001758	FBXO7
ENSCAFG00000006971	EPHB1
ENSCAFG00000006401	CD36
ENSCAFG00000028821	MINPP1
ENSCAFG00000007498	EIF2S2
ENSCAFG00000009493	TMEM194B
ENSCAFG00000008396	RRAS2
ENSCAFG00000011973	ZNRF3
ENSCAFG00000001372	SCRIB
ENSCAFG00000011826	CERS6
ENSCAFG00000010999	PRKAR1A
ENSCAFG00000001086	MYC
ENSCAFG00000032525	AHNAK
ENSCAFG00000006707	ZNF215
ENSCAFG00000017105	PIF1
ENSCAFG00000001124	PHF20L1
ENSCAFG00000004117	PLXDC2
ENSCAFG00000030134	GBA2
ENSCAFG00000030857	LRRC63
ENSCAFG00000020049	SPTAN1
ENSCAFG00000017843	ZNF18
ENSCAFG00000011834	NOSTRIN
ENSCAFG00000032142	PDE1B
ENSCAFG00000015457	TSPAN11
ENSCAFG00000014880	BMP4
ENSCAFG00000023237	SPN
ENSCAFG00000011940	PARP9
ENSCAFG00000000367	ENPP3
ENSCAFG00000000209	TMED7-TICAM2
ENSCAFG00000006744	STK35
ENSCAFG00000032243	DIO2
ENSCAFG00000020017	CENPN
ENSCAFG00000000991	WBP2NL
ENSCAFG00000001004	WDYHV1
ENSCAFG00000004479	ANO10
ENSCAFG00000017009	NFIX
ENSCAFG00000017293	CEP128
ENSCAFG00000007928	ATF1
ENSCAFG00000009538	NUSAP1
ENSCAFG00000016786	DNAH2
ENSCAFG00000019429	MKNK2
ENSCAFG00000020319	PRKACB
ENSCAFG00000008869	TGM2
ENSCAFG00000010592	DNAJB14
ENSCAFG00000030792	CA13
ENSCAFG00000014267	GATAD2A
ENSCAFG00000018196	ALG13
ENSCAFG00000002495	EYS
ENSCAFG00000013248	CREBL2
ENSCAFG00000001787	KLC4
ENSCAFG00000000372	UST
ENSCAFG00000015056	MAEA
ENSCAFG00000010972	TCIRG1
ENSCAFG00000005895	STIM1
ENSCAFG00000008701	PSMC3
ENSCAFG00000020020	CDYL2
ENSCAFG00000013163	EIF4ENIF1
ENSCAFG00000005859	P4HB
ENSCAFG00000004060	NT5DC1
ENSCAFG00000008904	SHOX2
ENSCAFG00000002987	TBX18
ENSCAFG00000016584	HK3
ENSCAFG00000009292	NIT2
ENSCAFG00000019396	ZMYND19
ENSCAFG00000006142	DCN
ENSCAFG00000000166	ELAC1
ENSCAFG00000016168	BID
ENSCAFG00000031888	ZNF200
ENSCAFG00000004210	ARMC3
ENSCAFG00000007402	FAM149A
ENSCAFG00000023922	AQP3
ENSCAFG00000019214	CALML6
ENSCAFG00000005713	SPAST
ENSCAFG00000000935	CEP85L
ENSCAFG00000020254	NFAT5
ENSCAFG00000004748	TMUB1
ENSCAFG00000015256	FAM129C
ENSCAFG00000009669	MDM4
ENSCAFG00000012367	RIPK3
ENSCAFG00000008750	PRKAG1
ENSCAFG00000007608	SH3RF1
ENSCAFG00000004773	AGAP3
ENSCAFG00000005711	CEP131
ENSCAFG00000017140	TOB1
ENSCAFG00000008383	PFN2
ENSCAFG00000006709	ZNF214
ENSCAFG00000014477	C12orf57
ENSCAFG00000005768	FOLR2
ENSCAFG00000020267	TERF2
ENSCAFG00000015960	RNASEK
ENSCAFG00000018791	BFAR
ENSCAFG00000030711	CASP16
ENSCAFG00000000657	DYNLT1
ENSCAFG00000020002	EXTL2
ENSCAFG00000012851	TRIM41
ENSCAFG00000009839	CD101
ENSCAFG00000014776	WNK4
ENSCAFG00000019432	BTBD2
ENSCAFG00000017727	ADPGK
ENSCAFG00000012389	ANGEL2
ENSCAFG00000006098	SUPT20H
ENSCAFG00000007194	FHIT
ENSCAFG00000004646	UROD
ENSCAFG00000023923	VSIG10L
ENSCAFG00000015209	TUBA4A
ENSCAFG00000015631	TMEM223
ENSCAFG00000030416	RGS16
ENSCAFG00000002658	SLC17A5
ENSCAFG00000009654	RBL2
ENSCAFG00000010765	TCHP
ENSCAFG00000004491	LCP1
ENSCAFG00000018357	DRG2
ENSCAFG00000002161	SLC25A13
ENSCAFG00000007685	RNF181
ENSCAFG00000010474	SRPR
ENSCAFG00000000012	ATP9B
ENSCAFG00000001585	FLNC
ENSCAFG00000024908	PLA2G4E
ENSCAFG00000029011	CD164
ENSCAFG00000020004	VCAM1
ENSCAFG00000001546	MROH1
ENSCAFG00000017265	SPAG9
ENSCAFG00000019400	DPH7
ENSCAFG00000009681	SYS1
ENSCAFG00000015127	C11orf70
ENSCAFG00000019655	C16orf13
ENSCAFG00000006952	DHX37
ENSCAFG00000014269	ATXN7L3
ENSCAFG00000000309	FUCA2
ENSCAFG00000028892	IMPACT
ENSCAFG00000005521	PLEKHG2
ENSCAFG00000030885	C7orf60
ENSCAFG00000002214	TRAM2
ENSCAFG00000008420	COPB1
ENSCAFG00000004306	AMMECR1L
ENSCAFG00000014647	CRTC1
ENSCAFG00000017620	CNOT8
ENSCAFG00000020321	TTLL7
ENSCAFG00000012622	SLC15A5
ENSCAFG00000006125	MRPL3
ENSCAFG00000012140	PRC1
ENSCAFG00000016423	PIGH
ENSCAFG00000003810	PPIL6
ENSCAFG00000010174	BBOX1
ENSCAFG00000006371	NRG1
ENSCAFG00000005363	RIN2
ENSCAFG00000004743	SEPHS1
ENSCAFG00000002073	ARHGEF39
ENSCAFG00000006115	EXOSC8
ENSCAFG00000005530	ZFP36
ENSCAFG00000003162	PELI1
ENSCAFG00000007328	KRT80
ENSCAFG00000016802	ZFYVE1
ENSCAFG00000020024	DYNLRB2
ENSCAFG00000001937	DCTN3
ENSCAFG00000001850	GUF1
ENSCAFG00000017779	NEO1
ENSCAFG00000015466	TSPAN9
ENSCAFG00000011994	KREMEN1
ENSCAFG00000007264	CSTF3
ENSCAFG00000013095	UHMK1
ENSCAFG00000019417	PNPLA7
ENSCAFG00000002854	IGLON5
ENSCAFG00000011859	SPC25
ENSCAFG00000017130	NUPR1
ENSCAFG00000032511	C1orf109
ENSCAFG00000008387	TSC22D2
ENSCAFG00000031217	PIGA
ENSCAFG00000016211	MICAL3
ENSCAFG00000005550	PAF1
ENSCAFG00000013207	C3orf70
ENSCAFG00000030371	COMMD7
ENSCAFG00000012923	DSCAML1
ENSCAFG00000007662	ACSL1
ENSCAFG00000019654	WDR90
ENSCAFG00000017908	EIF3G
ENSCAFG00000011164	UBA7
ENSCAFG00000010961	LGALS8
ENSCAFG00000015654	PAPSS2
ENSCAFG00000017326	CNN1
ENSCAFG00000012889	SEC11A
ENSCAFG00000007062	BUB1
ENSCAFG00000005161	DARS
ENSCAFG00000006124	ALG5
ENSCAFG00000019211	TMEM52
ENSCAFG00000005236	TRAK1
ENSCAFG00000020007	CDC14A
ENSCAFG00000006612	SUCLG2
ENSCAFG00000000659	SYTL3
ENSCAFG00000023869	ZNF205
ENSCAFG00000004007	CDHR3
ENSCAFG00000004321	TSPAN1
ENSCAFG00000019270	PLXNB3
ENSCAFG00000011792	KDM2A
ENSCAFG00000000168	ME2
ENSCAFG00000000249	PIP4K2C
ENSCAFG00000013218	EHHADH
ENSCAFG00000001426	COPG2
ENSCAFG00000008878	MIS18A
ENSCAFG00000006975	PLK2
ENSCAFG00000019283	ZSCAN10
ENSCAFG00000001152	FAM13B
ENSCAFG00000031060	LYRM1
ENSCAFG00000008005	CHST2
ENSCAFG00000008913	RSRC1
ENSCAFG00000013606	SPG11
ENSCAFG00000029835	NIP7
ENSCAFG00000018952	ARHGEF6
ENSCAFG00000005568	SAMD4B
ENSCAFG00000011963	TMEM136
ENSCAFG00000009633	CBR3
ENSCAFG00000025195	ATN1
ENSCAFG00000016838	KAT8
ENSCAFG00000005158	UBE3C
ENSCAFG00000019435	CSNK1G2
ENSCAFG00000010336	MTMR10
ENSCAFG00000008689	PRKCD
ENSCAFG00000002767	FSD1L
ENSCAFG00000014040	CDCP1
ENSCAFG00000018989	BSND
ENSCAFG00000012106	EMID1
ENSCAFG00000015151	C1orf112
ENSCAFG00000012375	NFATC4
ENSCAFG00000020330	LPHN2
ENSCAFG00000007650	NEK1
ENSCAFG00000008956	SPR
ENSCAFG00000006041	GPATCH11
ENSCAFG00000007425	PJA2
ENSCAFG00000010811	LRRC28
ENSCAFG00000011253	ASUN
ENSCAFG00000013690	PAX9
ENSCAFG00000032147	BAALC
ENSCAFG00000018159	CDC42BPB
ENSCAFG00000029177	NFYB
ENSCAFG00000016106	CDC6
ENSCAFG00000020050	GLE1
ENSCAFG00000030694	TMEM38A
ENSCAFG00000009537	SPARCL1
ENSCAFG00000016428	ARG2
ENSCAFG00000020031	WWOX
ENSCAFG00000014836	TNIP2
ENSCAFG00000016117	ELP5
ENSCAFG00000011839	CYP24A1
ENSCAFG00000012817	ABI2
ENSCAFG00000011216	HADH
ENSCAFG00000003867	BAX
ENSCAFG00000001910	POLH
ENSCAFG00000014589	KDM6A
ENSCAFG00000000356	TBK1
ENSCAFG00000020033	CLEC3A
ENSCAFG00000000598	APOM
ENSCAFG00000015646	TAF6L
ENSCAFG00000017135	APOBR
ENSCAFG00000016355	DDX39A
ENSCAFG00000018169	CCL14
ENSCAFG00000030573	NNMT
ENSCAFG00000002588	IL11
ENSCAFG00000028607	GMFG
ENSCAFG00000013458	ATP13A3
ENSCAFG00000006359	DCUN1D2
ENSCAFG00000005579	LRFN1
ENSCAFG00000008981	EXOC6B
ENSCAFG00000031101	CD48
ENSCAFG00000008999	PROS1
ENSCAFG00000011113	GYG2
ENSCAFG00000015860	SCGB1A1
ENSCAFG00000015838	CHRNE
ENSCAFG00000005857	GGACT
ENSCAFG00000018171	CCL5
ENSCAFG00000017828	FAM199X
ENSCAFG00000012635	DERA
ENSCAFG00000003869	DHDH
ENSCAFG00000011978	POU2F3
ENSCAFG00000009289	SRSF6
ENSCAFG00000002072	SPATA6L
ENSCAFG00000017879	GALNT1
ENSCAFG00000031443	EREG
ENSCAFG00000029191	STMN1
ENSCAFG00000005761	ARL5A
ENSCAFG00000005865	TMTC4
ENSCAFG00000020010	RTCA
ENSCAFG00000003740	PRPF38A
ENSCAFG00000002498	HDAC9
ENSCAFG00000020035	NUDT7
ENSCAFG00000017512	NOX5
ENSCAFG00000005593	NCCRP1
ENSCAFG00000010841	OVCH1
ENSCAFG00000008898	PRKG2
ENSCAFG00000020011	DBT
ENSCAFG00000005087	TTC21A
ENSCAFG00000016068	RFC1
ENSCAFG00000005606	PAK4
ENSCAFG00000016958	KIF22
ENSCAFG00000009845	TTF2
ENSCAFG00000032040	COX7A2L
ENSCAFG00000003227	EEPD1
ENSCAFG00000000582	GRAMD3
ENSCAFG00000002594	SUV420H2
ENSCAFG00000011515	AIP
ENSCAFG00000005633	FCHSD2
ENSCAFG00000010590	NPRL2
ENSCAFG00000018363	LONRF3
ENSCAFG00000009684	DBNDD2
ENSCAFG00000017880	DCUN1D3
ENSCAFG00000016399	LFNG
ENSCAFG00000006162	SMAD9
ENSCAFG00000020054	ODF2
ENSCAFG00000013305	DNAJC12
ENSCAFG00000006051	EIF2AK2
ENSCAFG00000003075	AREG
ENSCAFG00000003954	FKBP1B
ENSCAFG00000016656	AR
ENSCAFG00000019309	MMP25
ENSCAFG00000002874	CTU1
ENSCAFG00000013230	MAP3K13
ENSCAFG00000018888	NUFIP2
ENSCAFG00000028962	SLC25A21
ENSCAFG00000030114	RFXAP
ENSCAFG00000001869	NOL6
ENSCAFG00000006189	CCNA1
ENSCAFG00000009003	DDX60
ENSCAFG00000006193	PROSC
ENSCAFG00000025128	TRAC
ENSCAFG00000008039	DIP2B
ENSCAFG00000030380	POLE3
